name,allegiances,death year,book of death,death chapter,book intro chapter,gender,nobility,got,cok,sos,ffc,dwd,S.No,actual,pred,alive,plod,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
Garth of Oldtown,Night's Watch,299.0,3.0,33.0,33.0,1,0,0,0,1,0,0,529,0,0,0.374,0.626,,0,,,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.02006689,0
Gawen Westerling,Stark,,,,33.0,1,1,0,0,0,1,0,1054,1,0,0.306,0.6940000000000001,Crag,1,Westermen,,,,,,House Westerling,Sybell Spicer,1,1,1,1,1,,,,1.0,1,1,,0,0,0,0.08361204,1
Gelmarr,House Greyjoy,299.0,2.0,56.0,50.0,1,0,0,1,0,0,0,532,0,0,0.303,0.6970000000000001,,1,,,299.0,,,,House Greyjoy,,0,1,0,0,1,,,,,0,0,,0,0,0,0.026755853,0
Gendry,None,,,,27.0,1,0,1,1,1,1,0,1926,1,0,0.226,0.774,Ser,1,,284.0,,,,,brotherhood without banners,,1,1,1,1,0,,,,,0,1,21.0,2,1,1,0.43812709,1
Genna Lannister,Lannister,,,,33.0,0,1,0,0,0,1,0,1704,1,1,0.735,0.265,Lady,0,,245.0,,,,,,Emmon Frey,1,1,1,1,1,,,,1.0,1,1,60.0,0,0,0,0.21739130399999998,1
Gerald Gower,Baratheon,,,,54.0,1,1,0,0,1,0,0,1055,1,1,0.6829999999999999,0.317,Ser,0,,,,,,,House Gower,,0,0,1,1,1,,,,,0,1,,0,0,0,0.023411371,1
Gerold Dayne,Martell,,,,13.0,1,1,0,0,0,1,0,1708,1,1,0.6890000000000001,0.311,Ser,1,Dorne,270.0,,,,,House Dayne of High Hermitage,,0,0,0,1,1,,,,,0,1,35.0,0,0,0,0.107023411,1
Gerren,None,299.0,2.0,19.0,14.0,1,0,0,1,0,0,0,533,1,1,0.7120000000000001,0.28800000000000003,,0,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.016722408,1
Gerris Drinkwater,Martell,,,,6.0,1,1,0,0,0,0,1,1509,1,0,0.136,0.8640000000000001,Ser,1,Dornish,275.0,,,,,House Drinkwater,,0,0,0,0,1,,,,,0,1,30.0,0,0,0,0.157190635,1
Gevin Harlaw,Greyjoy,299.0,2.0,66.0,37.0,1,1,0,1,0,0,0,1707,0,1,0.813,0.187,,0,Ironborn,,299.0,,,,House Harlaw,,0,1,1,0,0,,,,,0,0,,0,0,0,0.016722408,0
Ghael,None,,,,71.0,1,0,0,0,1,0,1,535,1,0,0.006999999999999999,0.993,Lord,1,Astapori,,,,,,,,0,0,1,0,1,,,,,0,1,,0,0,0,0.023411371,1
Ghost of High Heart,None,,,,22.0,0,0,0,0,1,0,0,1508,1,1,0.758,0.242,,0,,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.086956522,1
Gillam,None,,,,31.0,1,0,0,0,0,1,0,536,1,1,0.9840000000000001,0.016,Brother,1,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.010033445,1
Gilly,Wildling,,,,23.0,0,0,0,1,1,1,1,1510,1,0,0.08,0.92,,0,Free Folk,282.0,,,,,,Craster,0,1,1,1,1,,,,0.0,1,0,23.0,1,1,0,0.287625418,1
Gilwood Hunter,Arryn,,,,80.0,1,1,0,0,1,0,0,1060,1,0,0.278,0.722,Ser,1,,250.0,,,,,House Hunter,,0,0,1,1,1,,,,,0,1,55.0,0,0,0,0.040133779,1
Gladden Wylde,Stark,298.0,1.0,55.0,43.0,1,1,1,0,0,0,0,537,0,1,0.659,0.341,Ser,1,,,298.0,,,,House Wylde,,1,0,0,0,0,,,,,0,1,,0,0,0,0.016722408,0
Glendon Hewett,Night's Watch,,,,69.0,1,0,0,0,1,0,0,1059,1,1,0.758,0.242,Ser,1,,,,,,,House Hewett,,0,0,1,1,1,,,,,0,1,,0,0,0,0.026755853,1
Goady,Night's Watch,,,,0.0,1,0,0,0,1,0,0,539,1,1,0.99,0.01,,0,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.016722408,1
Godric Borrell,None,,,,9.0,1,1,0,0,0,0,1,1061,1,0,0.275,0.725,Sweetsister,1,Sistermen,,,,,,House Borrell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.086956522,1
Godry Farring,Baratheon,,,,3.0,1,1,0,0,0,0,1,1709,1,0,0.494,0.506,Ser,1,,,,,,,House Farring,,0,0,0,1,1,,,,,0,1,,0,0,0,0.063545151,1
Godwyn,House Lannister,,,,32.0,1,0,1,0,0,0,0,540,1,1,0.71,0.29,,1,,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0,1
Gormond Goodbrother,Greyjoy,,,,1.0,1,1,0,0,0,1,0,1936,1,1,0.93,0.07,,1,Ironborn,282.0,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,23.0,0,0,0,0.040133779,1
Gorold Goodbrother,Greyjoy,,,,1.0,1,1,0,0,0,1,0,1710,1,1,0.96,0.04,Lord of Hammerhorn,1,Ironborn,,,,,,House Goodbrother,,0,1,1,1,1,,,,,0,1,,0,0,0,0.080267559,1
Gran Goodbrother,Greyjoy,,,,1.0,1,1,0,0,0,1,0,1927,1,1,0.9640000000000001,0.036000000000000004,,1,Ironborn,,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,0,0,0.026755853,1
Grazdan,None,299.0,3.0,27.0,27.0,1,1,0,0,1,0,0,544,0,1,0.518,0.48200000000000004,Good Master,1,Astapori,,299.0,,,,,,0,0,1,0,0,,,,,0,1,,0,0,0,0.013377926000000002,0
Grazdan mo Eraz,None,,,,42.0,1,1,0,0,1,0,0,1066,1,1,0.996,0.004,,0,Ghiscari,,,,,,Wise Masters,,0,0,1,1,1,,,,,0,0,,0,0,0,0.023411371,1
Grazdan mo Ullhor,None,299.0,3.0,27.0,27.0,1,1,0,0,1,0,0,1067,0,0,0.001,0.9990000000000001,Good Master,1,Astapori,,299.0,,,,Good Masters,,0,0,1,0,0,,,,,0,1,,0,0,0,0.030100334,0
Grazdan zo Galare,None,,,,2.0,1,1,0,0,0,0,1,545,1,0,0.004,0.996,,1,Meereenese,,,,,,House of Galare,,0,0,0,0,1,,,,,0,0,,0,0,0,0.02006689,1
Grazdar zo Galare,None,,,,2.0,1,1,0,0,0,0,1,1068,1,1,0.875,0.125,Cupbearer,1,Ghiscari,,,,,,House of Galare,,0,0,0,0,1,,,,,0,1,,0,0,0,0.010033445,1
Gregor Clegane,Lannister,300.0,4.0,72.0,29.0,1,1,1,1,1,0,0,1716,0,0,0.405,0.595,Ser,1,,265.0,300.0,,,,House Clegane,,1,1,1,1,1,,,,,0,1,35.0,1,1,1,0.836120401,0
Grenn,Night's Watch,,,,19.0,1,0,1,1,1,1,1,1711,1,0,0.171,0.8290000000000001,,1,Westeros,281.0,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,24.0,0,0,0,0.204013378,1
Grey Worm,Targaryen,,,,42.0,1,0,0,0,1,0,1,1712,1,0,0.17600000000000002,0.8240000000000001,,1,,,,,,,Unsullied,,0,0,1,1,1,,,,,0,0,,0,0,0,0.140468227,1
Greydon Goodbrother,Greyjoy,,,,1.0,1,1,0,0,0,1,0,1511,1,1,0.9129999999999999,0.087,,1,Ironborn,,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,0,0,0.046822742,1
Grigg,Wildling,,,,30.0,1,0,0,0,1,0,0,551,1,1,0.848,0.152,,0,Free Folk,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.006688963000000001,1
Grisel,None,,,,68.0,0,0,0,0,1,0,0,552,1,1,0.941,0.059000000000000004,,0,,,,,,,House Baelish,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
Groleo,House Targaryen,300.0,5.0,59.0,,1,0,0,0,1,0,1,1714,0,1,0.778,0.222,[1],0,Pentoshi,,300.0,,,,House Targaryen,,0,0,1,1,1,,,,,0,1,,0,0,0,0.11036789300000001,0
Grubbs,Night's Watch,300.0,5.0,4.0,0.0,1,0,0,0,1,0,1,1069,0,1,0.9079999999999999,0.092,,0,,,300.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.02006689,0
Grunt,None,,,,12.0,1,0,0,0,0,0,1,1715,1,1,0.504,0.496,,1,Northmen,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.026755853,1
Gueren,Night's Watch,,,,38.0,1,0,1,0,0,0,0,1070,1,1,0.968,0.032,,1,,,,,,,Night's Watch,,1,1,1,1,0,,,,,0,0,,0,0,0,0.013377926000000002,1
Guncer Sunglass,Baratheon,299.0,3.0,10.0,0.0,1,1,0,1,1,0,0,1071,0,0,0.195,0.805,Sweetport Sound,1,,,299.0,,,,House Sunglass,,0,1,1,0,0,,,,,0,1,,0,0,0,0.040133779,0
Guyard Morrigen,Baratheon,299.0,2.0,62.0,22.0,1,1,0,1,0,0,0,1718,0,0,0.193,0.807,Ser,1,,278.0,299.0,,,,House Morrigen,,0,1,0,0,1,,,,,0,1,21.0,0,0,0,0.063545151,0
Gwin Goodbrother,Greyjoy,,,,1.0,0,1,0,0,0,1,0,560,1,1,0.9590000000000001,0.040999999999999995,,0,Ironborn,,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,0,0,0.026755853,1
Gylbert Farwynd,Greyjoy,,,,19.0,1,1,0,0,0,1,0,1717,1,1,0.937,0.063,Lonely Light,1,Ironborn,,,,,,House Farwynd of the Lonely Light,,0,0,1,1,1,,,,,0,1,,0,0,0,0.040133779,1
Gyles Farwynd,Greyjoy,,,,19.0,1,1,0,0,0,1,0,563,1,1,0.997,0.003,,1,Ironborn,,,,,,House Farwynd of the Lonely Light,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
Gyles Grafton,Arryn,,,,41.0,1,1,0,0,0,1,0,565,1,1,0.946,0.054000000000000006,,1,,,,,,,House Grafton,,0,0,0,1,0,,,,,0,0,,0,0,0,0.016722408,1
Gyles Rosby,Lannister,300.0,4.0,39.0,57.0,1,1,1,1,1,1,0,1513,0,0,0.12300000000000001,0.877,Master of Coin,1,,,300.0,,,,House Rosby,,1,1,1,1,1,,,,,0,1,,0,0,1,0.364548495,0
Gynir,House Greyjoy,299.0,2.0,56.0,50.0,1,0,0,1,0,0,0,568,0,0,0.303,0.6970000000000001,,1,,,299.0,,,,House Greyjoy,,0,1,0,0,1,,,,,0,0,,0,0,0,0.026755853,0
Gysella Goodbrother,Greyjoy,,,,1.0,0,1,0,0,0,1,0,570,1,1,0.997,0.003,,0,Ironborn,,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,0,0,0.026755853,1
Haggo,None,298.0,1.0,64.0,11.0,1,0,1,0,0,0,0,1720,0,0,0.106,0.894,Bloodrider,1,Dothraki,,298299.0,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.033444816,0
Hairy Hal,Night's Watch,300.0,5.0,31.0,55.0,1,0,0,0,1,1,1,1077,0,1,0.747,0.253,,0,,,300.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.033444816,0
Hake,Night's Watch,299.0,3.0,46.0,52.0,1,0,1,1,1,0,0,1078,0,0,0.16699999999999998,0.833,,1,,,299.0,,,,Night's Watch,,1,1,1,0,0,,,,,0,0,,0,0,0,0.026755853,0
Halder,Night's Watch,,,,19.0,1,0,1,0,1,0,0,1079,1,0,0.235,0.765,,1,,281.0,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,24.0,0,0,0,0.060200669000000005,1
Haldon,House Targaryen,,,,8.0,1,0,0,0,0,0,1,572,1,0,0.267,0.733,,1,,,,,,,House Targaryen,,0,0,0,0,1,,,,,0,0,,0,0,0,0.127090301,1
Hali,Wildling,298.0,1.0,37.0,37.0,0,0,1,0,0,0,0,571,0,1,0.6659999999999999,0.33399999999999996,,0,Free Folk,,298.0,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.02006689,0
Hallis Mollen,Stark,,,,14.0,1,1,1,1,0,0,0,1080,1,1,0.858,0.142,Winterfell,1,Northmen,,,,,,House Mollen,,1,1,1,1,0,,,,,0,1,,0,0,0,0.070234114,1
Hallyne,Lannister,,,,17.0,1,0,0,1,0,1,0,1719,1,1,0.937,0.063,LordWisdom,1,,,,,,,Alchemists' Guild,,0,1,1,1,0,,,,,0,1,,0,0,0,0.086956522,1
Halys Hornwood,Stark,298.0,1.0,62.0,53.0,1,1,1,0,0,0,0,575,0,0,0.301,0.6990000000000001,Hornwood,1,Northmen,,298.0,,,,House Hornwood,Donella Manderly,1,1,0,1,0,,,,1.0,1,1,,0,0,0,0.107023411,0
Hamish the Harper,None,300.0,5.0,43.0,32.0,1,0,0,0,1,1,0,574,0,1,0.988,0.012,,0,,,300.0,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.02006689,0
Hareth (Mole's Town),Night's Watch,,,,64.0,1,0,0,0,1,0,1,577,1,0,0.193,0.807,,1,,,,,,,Night's Watch,,0,0,0,0,0,,,,,0,0,,0,0,0,0.050167224,1
Harghaz,None,300.0,5.0,70.0,52.0,1,0,0,0,0,0,1,576,0,1,0.982,0.018000000000000002,,1,Ghiscari,,300.0,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.023411371,0
Harma,Wildling,300.0,3.0,75.0,0.0,0,1,0,0,1,0,0,1723,0,0,0.047,0.953,,0,Wildlings,,300.0,,,,,,0,1,1,0,1,,,,,0,0,,0,0,0,0.053511706,0
Harmund Sharp,Greyjoy,,,,19.0,1,1,0,0,0,1,0,582,1,1,0.94,0.06,,1,Ironborn,,,,,,House Sharp,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
Harmune,Night's Watch,,,,78.0,1,0,0,0,0,0,1,1086,1,0,0.316,0.684,Maester,1,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,1,,0,0,0,0.043478261,1
Harra,None,299.0,2.0,64.0,26.0,0,0,0,1,0,0,0,585,0,1,0.804,0.196,,0,,,299.0,,,,House Whent,,0,1,0,0,0,,,,,0,0,,0,0,0,0.016722408,0
Harrag Sharp,Greyjoy,299.0,5.0,19.0,66.0,1,1,0,1,0,1,0,586,0,1,0.935,0.065,,0,Ironborn,,299.0,,,,House Sharp,,0,1,0,0,0,,,,,0,0,,0,0,0,0.016722408,0
Harras Harlaw,Greyjoy,,,,11.0,1,1,0,0,0,1,0,1515,1,1,0.9640000000000001,0.036000000000000004,Ser,1,Ironborn,,,,,,House Harlaw of Grey Garden,,0,0,0,1,1,,,,,0,1,,0,0,0,0.107023411,1
Harwood Fell,House Baratheon,300.0,5.0,42.0,17.0,1,1,0,0,0,0,1,1088,0,1,0.9790000000000001,0.021,Felwood,1,,,300.0,,,,House Fell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.030100334,0
Hazzea,None,300.0,5.0,11.0,11.0,0,0,0,0,0,0,1,1721,0,1,0.6990000000000001,0.301,,0,Ghiscari,295.0,300.0,,,,,,0,0,0,0,1,,,,,0,0,5.0,0,0,0,0.043478261,0
Harrion Karstark,Stark,,,,53.0,1,1,1,1,0,0,0,1519,1,0,0.428,0.5720000000000001,Karhold,1,Northmen,,,,,,House Karstark,,1,1,1,1,1,,,,,0,1,,2,1,0,0.096989967,1
Harry Strickland,None,,,,24.0,1,0,0,0,0,0,1,1724,1,0,0.18899999999999997,0.8109999999999999,Captain-General,1,,,,,,,House Strickland,,0,0,0,0,1,,,,,0,1,,0,0,0,0.076923077,1
Harwin,Stark,,,,1.0,1,0,1,0,1,1,0,1726,1,1,0.6579999999999999,0.342,,0,Northmen,271.0,,,,,House Stark,,1,1,1,1,1,,,,,0,0,34.0,0,0,0,0.130434783,1
Harwood Stout,Stark,,,,32.0,1,1,0,0,0,0,1,1090,1,1,0.966,0.034,Goldgrass,1,Northmen,,,,,,House Stout,,0,0,0,1,1,,,,,0,1,,0,0,0,0.053511706,1
Harys Haigh,None,,,,64.0,1,1,0,1,1,0,0,1091,1,1,0.7240000000000001,0.276,Ser,1,,254.0,,,,,House Haigh,,0,1,1,1,0,,,,,0,1,51.0,0,0,0,0.090301003,1
Harys Swyft,Lannister,,,,69.0,1,1,1,1,1,1,1,1725,1,1,0.9520000000000001,0.048,Knight,1,,,,,,,House Swyft,,1,1,1,1,1,,,,,0,1,,1,1,1,0.451505017,1
Helman Tallhart,Stark,299.0,3.0,37.0,55.0,1,1,1,0,1,0,0,1092,0,0,0.486,0.514,Ser,1,Northmen,,299.0,,,,House Tallhart,,1,1,1,1,1,,,,,0,1,,0,0,0,0.130434783,0
Heward,House Stark,298.0,1.0,35.0,35.0,1,0,1,0,0,0,0,605,0,0,0.23199999999999998,0.768,,0,northmen,,298.0,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0,0,0.02006689,0
High Sparrow,None,,,,4.0,1,0,0,0,0,1,1,1728,1,1,0.738,0.262,High Septon,1,,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,1,,0,0,0,0.16722408,1
Hobb,Night's Watch,,,,52.0,1,0,1,0,1,0,1,1727,1,0,0.235,0.765,,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.043478261,1
Hobber Redwyne,Tyrell,,,,27.0,1,1,1,1,1,1,0,1094,1,1,0.767,0.233,Ser,1,Reach,,,,,,House Redwyne,,1,1,1,1,1,,,,,0,1,,0,0,0,0.214046823,1
Hod,None,,,,5.0,1,0,0,1,0,0,0,608,1,1,0.7020000000000001,0.298,,1,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
Hodor,House Stark,,,,24.0,1,0,1,1,1,0,1,1518,1,0,0.485,0.515,,1,Northmen,,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.244147157,1
Holger,None,,,,49.0,1,0,0,1,0,0,0,610,1,1,0.8370000000000001,0.163,,0,Vale mountain clans,,,,,,Stone Crows,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
Holly,Wildling,300.0,5.0,69.0,37.0,0,0,0,0,0,0,1,1731,0,0,0.213,0.787,,1,Free Folk,283.0,300.0,,,,,,0,0,0,0,1,,,,,0,0,17.0,0,0,0,0.056856187,0
Hop-Robin,Night's Watch,,,,75.0,1,0,0,0,1,0,1,611,1,1,0.7090000000000001,0.29100000000000004,,1,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.033444816,1
Horas Redwyne,Tyrell,,,,27.0,1,1,1,1,0,1,0,1098,1,1,0.742,0.258,Ser,1,Reach,,,,,,House Redwyne,,1,1,1,1,1,,,,,0,1,,0,0,0,0.21739130399999998,1
Horton Redfort,Arryn,,,,23.0,1,1,0,0,0,1,0,1100,1,1,0.848,0.152,Redfort,1,Valemen,,,,,,House Redfort,,0,0,1,1,1,,,,,0,1,,0,0,0,0.046822742,1
Hosteen Frey,None,,,,59.0,1,1,1,1,1,0,1,1196,1,0,0.31,0.69,Ser,1,,249.0,,,,,House Frey,Bellena Hawick,1,1,1,1,1,,,,1.0,1,1,56.0,0,0,0,0.274247492,1
Hoster Tully,House Tully,299.0,3.0,35.0,71.0,1,1,1,1,1,0,0,1734,0,0,0.015,0.985,Lord Paramount of the Trident,1,Rivermen,237.0,299.0,,,,House Tully,Minisa Whent,1,1,1,1,1,,,,1.0,1,1,62.0,6,1,0,0.331103679,0
Hot Pie,None,,,,1.0,1,0,0,1,1,0,0,1729,1,1,0.557,0.44299999999999995,,0,,,,,,,,,0,1,1,1,0,,,,,0,0,,0,0,0,0.18394648800000002,1
Hother Umber,Stark,,,,16.0,1,1,0,1,0,0,1,1521,1,1,0.703,0.297,Castellan,1,Northmen,241.0,,,,,House Umber,,0,1,1,1,1,,,,,0,1,64.0,0,0,0,0.143812709,1
Hubard Rambton,Baratheon,299.0,5.0,10.0,10.0,1,1,0,1,0,0,0,1099,0,1,0.598,0.402,Ser,1,,,299.0,,,,House Rambton,,0,1,1,0,0,,,,,0,1,,0,0,0,0.02006689,0
Hugh,House Arryn,298.0,1.0,29.0,25.0,1,0,1,0,0,0,0,1732,0,0,0.11,0.89,Ser,1,Valemen,,298.0,,,,House Arryn,,1,0,0,0,0,,,,,0,1,,0,0,0,0.063545151,0
Hugo Vance,Tully,,,,30.0,1,1,0,0,0,1,0,1104,1,1,0.976,0.024,Ser,1,,,,,,,House Vance of Atranta,,0,0,1,1,0,,,,,0,1,,0,0,0,0.026755853,1
Hullen,House Stark,298.0,1.0,50.0,1.0,1,0,1,0,0,0,0,1105,0,0,0.284,0.716,Winterfell,1,Northmen,,298.0,,,,House Stark,,1,1,1,0,1,,,,,0,1,,0,0,0,0.060200669000000005,0
Humfrey Swyft,Lannister,,,,16.0,1,1,0,0,0,1,0,1108,1,1,0.998,0.002,Ser,0,,,,,,,House Swyft,,0,0,0,1,1,,,,,0,1,,0,0,0,0.010033445,1
Husband,None,,,,11.0,1,0,0,0,1,0,0,615,1,1,0.659,0.341,,1,,,,,,,,Sharna,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.043478261,1
Hyle Hunt,None,300.0,4.0,42.0,14.0,1,1,0,0,0,1,0,1733,1,1,0.615,0.385,Ser,0,,,,,,,House Hunt,,0,0,0,1,0,,,,,0,1,,0,0,0,0.10367893,1
Iggo,None,299.0,3.0,3.0,3.0,1,0,0,0,1,0,0,1520,0,0,0.013999999999999999,0.986,,1,Dothraki,,299.0,,,,Brave Companions,,0,0,1,0,0,,,,,0,0,,0,0,0,0.016722408,0
Illyrio Mopatis,House Targaryen,,,,3.0,1,1,1,0,0,0,1,1737,1,0,0.048,0.9520000000000001,Magister,1,Pentoshi,,,,,,House Targaryen,Cousin to the Prince of Pentos,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.394648829,1
Ilyn Payne,Lannister,,,,15.0,1,1,1,1,1,1,0,1736,1,1,0.557,0.44299999999999995,Ser,1,Westeros,,,,,,House Payne,,1,1,1,1,1,,,,,0,1,,0,0,0,0.224080268,1
Imry Florent,Baratheon,299.0,3.0,4.0,58.0,1,1,0,1,1,0,0,1739,0,1,0.5770000000000001,0.423,Ser,1,,,299.0,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,0,0,0.18394648800000002,0
Irri,House Targaryen,,,,11.0,0,0,1,1,1,0,1,1738,1,0,0.474,0.526,,0,Dothraki,283.0,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,22.0,0,0,0,0.19397993300000002,1
Jacelyn Bywater,Lannister,299.0,2.0,19.0,8.0,0,1,0,1,0,0,0,1741,0,1,0.784,0.21600000000000003,Ser,1,,,299.0,,,,House Bywater,,0,1,1,1,0,,,,,0,1,,0,0,0,0.130434783,0
Jack-Be-Lucky,None,,,,17.0,1,0,0,0,1,1,0,1740,1,1,0.825,0.175,,1,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.026755853,1
Jacks,House Stark,,,,22.0,1,0,1,1,0,0,0,1111,1,0,0.261,0.7390000000000001,,0,northmen,,,,,,House Stark,,1,1,1,1,0,,,,,0,0,,0,0,0,0.033444816,1
Jaggot,None,,,,42.0,1,0,1,0,0,0,0,620,1,1,0.8220000000000001,0.17800000000000002,,0,Vale mountain clans,,,,,,Stone Crows,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0,1
Jaime Lannister,Lannister,,,,5.0,1,1,1,1,1,1,1,1742,1,0,0.35200000000000004,0.648,Ser,1,Westerlands,266.0,,,,,House Lannister,,1,1,1,1,1,,,,,0,1,39.0,7,1,1,1.0,1
Jalabhar Xho,None,,,,29.0,1,1,1,1,1,1,0,1522,1,1,0.612,0.38799999999999996,Red Flower Vale,1,Summer Islands,,,,,,Summer Islands,,1,1,1,1,1,,,,,0,1,,0,0,0,0.073578595,1
Janna Tyrell,Tyrell,,,,6.0,0,1,0,0,1,1,0,1114,1,1,0.7809999999999999,0.21899999999999997,,0,,,,,,,House Tyrell,Jon Fossoway,1,1,1,1,1,,,,1.0,1,0,,0,0,0,0.177257525,1
Janos Slynt,None,300.0,5.0,7.0,27.0,1,1,1,1,1,0,1,1523,0,0,0.45299999999999996,0.547,Lord of Harrenhal,1,,278.0,300.0,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,22.0,0,0,1,0.56187291,0
Jaqen H'ghar,None,,,,5.0,1,0,0,1,0,1,0,1795,1,0,0.085,0.915,,1,,,,,,,Faceless Men,,0,0,0,0,0,,,,,0,0,,0,0,0,0.200668896,1
Jared Frey,None,300.0,5.0,37.0,59.0,1,1,1,1,0,0,1,1524,0,1,0.654,0.34600000000000003,Ser,1,,248.0,300.0,,,,House Frey,Alys Frey,1,1,1,1,1,,,,1.0,1,1,52.0,0,0,0,0.147157191,0
Jaremy Rykker,Night's Watch,298.0,5.0,60.0,21.0,1,1,1,0,0,0,0,1115,0,0,0.021,0.9790000000000001,First Ranger,1,,,298.0,,,,Night's Watch,,1,1,1,0,1,,,,,0,1,,0,0,0,0.060200669000000005,0
Jarl,Wildling,299.0,3.0,26.0,7.0,1,0,0,0,1,0,0,1116,0,1,0.713,0.287,,1,Free Folk,,299.0,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.050167224,0
Jason Mallister,Stark,,,,28.0,1,1,1,0,1,0,0,1743,1,0,0.46799999999999997,0.532,Seagard,1,Riverlands,,,,,,House Mallister,,1,1,1,1,1,,,,,0,1,,0,0,0,0.127090301,1
Jate,House Lannister,,4.0,44.0,44.0,1,0,0,0,0,1,0,624,0,1,0.983,0.017,,0,,,300.0,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0,0
Jate Blackberry,House Baratheon,,3.0,10.0,10.0,1,0,0,0,1,0,0,625,1,1,0.745,0.255,,1,,,,,,,House Blackberry,,0,0,1,0,0,,,,,0,0,,0,0,0,0.010033445,1
Jeor Mormont,Night's Watch,299.0,3.0,33.0,48.0,1,1,1,1,1,0,0,1868,0,1,0.532,0.46799999999999997,Bear Island,1,Northmen,230.0,299.0,,,,House Mormont,,1,1,1,1,1,,,,,0,1,69.0,0,0,1,0.618729097,0
Jeren,Night's Watch,,,,19.0,1,0,1,0,0,0,0,1120,1,1,0.726,0.27399999999999997,,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.02006689,1
Jeyne Poole,Stark,,,,7.0,0,1,1,0,1,0,1,1744,1,0,0.040999999999999995,0.9590000000000001,,0,Northmen,,,,,,House Poole,Ramsay Bolton,1,1,1,1,1,,,,1.0,1,0,,1,1,1,0.384615385,1
Jeyne Westerling,Stark,,,,14.0,0,1,0,0,1,1,0,637,1,0,0.385,0.615,Winterfell,0,Westermen,283.0,,,,,House Westerling,Robb Stark,0,0,1,1,0,,,,0.0,1,1,22.0,0,0,1,0.424749164,1
Jhaqo,None,,,,68.0,1,1,1,0,0,0,1,1526,1,1,0.7040000000000001,0.29600000000000004,KhalKo (formerly),0,Dothraki,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,0,0.066889632,1
Jhiqui,House Targaryen,,,,11.0,0,0,1,1,1,0,1,1528,1,1,0.696,0.304,,0,Dothraki,284.0,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,21.0,0,0,0,0.143812709,1
Jhogo,House Targaryen,,,,23.0,1,0,1,1,1,0,1,269,1,1,0.7879999999999999,0.212,Bloodrider,0,Dothraki,281.0,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,24.0,0,0,0,0.200668896,1
